word,freq,mean_tf,variance,cv,doc_freq
ys,10264,213.83333333333334,63847.09722222222,1.1816671774804228,48
maximally,10260,213.75,64973.0625,1.1925059247777083,48
assumed,10255,213.64583333333334,91047.02039930556,1.4123373405427877,48
hoffman,10248,213.5,119310.25,1.6178602267259379,48
prototypical,10246,213.45833333333334,292104.16493055556,2.53195370420286,48
shapley,10239,213.3125,51675.631510416664,1.0656794489532462,48
campos,10233,213.1875,95160.69401041667,1.446995110467625,48
noted,10224,213.0,62398.708333333336,1.1727574390613762,48
cnpq,10217,212.85416666666666,84430.16623263889,1.3651069136498255,48
divert,10215,212.8125,64450.985677083336,1.192937382864029,48
devastate,10213,212.77083333333334,51668.551649305555,1.0683192385591724,48
restructuring,10212,212.75,165197.5625,1.9104349241298408,48
iowa,10209,212.6875,59863.756510416664,1.1503765400637163,48
persuasive,10205,212.60416666666666,304138.5724826389,2.5939642116117043,48
swap,10200,212.5,67470.25,1.2223546396410099,48
pinto,10199,212.47916666666666,84472.91623263889,1.3678623293048522,48
countermeasure,10192,212.33333333333334,148708.2638888889,1.8161402105765776,48
absolutely,10189,212.27083333333334,104439.40581597223,1.5224459082275326,48
digitize,10188,212.25,58887.145833333336,1.1433061870892645,48
yadav,10182,212.125,170323.31770833334,1.9455625533523837,48
unavoidable,10182,212.125,48026.234375,1.0331120156479623,48
familiarize,10178,212.04166666666666,259700.6232638889,2.4033403989594473,48
silhouette,10165,211.77083333333334,41820.801649305555,0.9656728717191633,48
swift,10161,211.6875,47953.798177083336,1.034466167651028,48
recipe,10157,211.60416666666666,176653.2391493056,1.9862622446290554,48
levin,10157,211.60416666666666,145978.53081597222,1.805594732681039,48
multinomial,10156,211.58333333333334,141305.15972222222,1.7766323073618848,48
brake,10144,211.33333333333334,85715.76388888889,1.3853590520697472,48
presumed,10140,211.25,56376.645833333336,1.1239652887993794,48
tangential,10136,211.16666666666666,81776.43055555556,1.3542184008113407,48
proactively,10129,211.02083333333334,240727.93706597222,2.3250800689330084,48
robotics,10126,210.95833333333334,119762.45659722225,1.640452509418195,48
guiding,10118,210.79166666666666,62701.33159722221,1.187913845931894,48
softmax,10108,210.58333333333334,90316.82638888889,1.4271194938515854,48
envelop,10099,210.39583333333334,128324.07248263892,1.702616869744083,48
reyes,10098,210.375,84056.109375,1.3781310356877328,48
usable,10098,210.375,53766.192708333336,1.1022002702342917,48
srivastava,10093,210.27083333333334,128841.86414930556,1.7070626649234075,48
js,10083,210.0625,52039.891927083336,1.0859745889302537,48
confidential,10079,209.97916666666666,184393.2703993056,2.045014189255561,48
castillo,10076,209.91666666666666,70455.74305555555,1.264478001821129,48
saha,10067,209.72916666666666,88264.86414930555,1.4165604013288247,48
squeeze,10064,209.66666666666666,43880.1388888889,0.9990899860728026,48
humanitarian,10054,209.45833333333334,360635.0399305555,2.867056933060318,48
masking,10047,209.3125,155583.79817708334,1.8844604183024667,48
crash,10046,209.29166666666666,192214.37326388888,2.094792418851094,48
proceeds,10036,209.08333333333334,43400.65972222222,0.9963886007396499,48
mentorship,10034,209.04166666666666,254592.7482638889,2.413738153399813,48
morocco,10033,209.02083333333334,64568.56206597222,1.2156847885245419,48
unspecified,10019,208.72916666666666,68365.94748263889,1.2526702959448412,48
maximization,10009,208.52083333333334,96804.45789930556,1.492101018308104,48
macdonald,10007,208.47916666666666,131767.79123263888,1.74117318690052,48
emerges,10002,208.375,108367.27604166667,1.5798049331224306,48
modeled,10001,208.35416666666666,119266.27039930555,1.6575118019042445,48
unrestricted,10001,208.35416666666666,60974.14539930556,1.1851427691538734,48
transferability,9986,208.04166666666666,82644.74826388889,1.381838556145479,48
fernandes,9980,207.91666666666666,79944.78472222222,1.3598962142691184,48
distributional,9977,207.85416666666666,148482.2912326389,1.8538670922982758,48
retrieved,9975,207.8125,66448.77734375,1.2404287690181857,48
saito,9962,207.54166666666666,87691.53993055555,1.4268343243961852,48
harvey,9958,207.45833333333334,97075.12326388889,1.501838006851338,48
erc,9953,207.35416666666666,47142.02039930556,1.047107641672214,48
propel,9932,206.91666666666666,40940.07638888889,0.9778648847183149,48
kz,9931,206.89583333333334,53613.92664930554,1.1191468158319084,48
yong,9927,206.8125,55896.485677083336,1.1431822362421578,48
conceal,9918,206.625,150309.27604166666,1.876333467276156,48
gil,9916,206.58333333333334,76771.03472222223,1.3412304859749604,48
buffering,9914,206.54166666666666,89112.3315972222,1.4453107280365052,48
mal,9911,206.47916666666666,81496.70789930555,1.3825912180871813,48
jack,9904,206.33333333333334,83842.05555555556,1.4033356704246118,48
enters,9901,206.27083333333334,51958.57248263888,1.1050725272031687,48
hmm,9901,206.27083333333334,165454.1974826389,1.9719734869688905,48
fade,9898,206.20833333333334,72408.03993055556,1.304929903948385,48
fence,9897,206.1875,163766.02734375,1.9626803485831483,48
leap,9878,205.79166666666666,58661.58159722222,1.1769258438821006,48
thankful,9878,205.79166666666666,66436.33159722223,1.2524922220588268,48
nordic,9875,205.72916666666666,57673.8224826389,1.167329608550043,48
pedersen,9867,205.5625,87910.53776041667,1.4423696567552173,48
ranging,9861,205.4375,107967.45442708333,1.5994354207960975,48
bot,9857,205.35416666666666,69708.85373263889,1.2857023909178888,48
chunk,9851,205.22916666666666,475179.2183159722,3.3588424840909554,48
inadvertently,9850,205.20833333333334,62268.83159722222,1.2160190126685215,48
brilliant,9832,204.83333333333334,217019.47222222222,2.274305067222579,48
morrison,9805,204.27083333333334,146937.0308159722,1.8765462352408713,48
elm,9804,204.25,83294.85416666667,1.4130158091930127,48
laden,9795,204.0625,108772.60026041667,1.6162053959111609,48
centimeter,9794,204.04166666666666,65672.37326388889,1.2559504134527872,48
threefold,9784,203.83333333333334,71141.51388888888,1.3085380169254968,48
euro,9782,203.79166666666666,86495.37326388889,1.4431451610116959,48
solidify,9777,203.6875,54796.798177083336,1.1492465632877722,48
ping,9777,203.6875,48547.33984375,1.0817286717139976,48
clockwise,9768,203.5,72554.29166666667,1.323631639231316,48
vk,9767,203.47916666666666,83748.95789930556,1.422229738941574,48
seventeen,9766,203.45833333333334,44982.83159722222,1.0424324268628096,48
materialthe,9751,203.14583333333334,55836.37456597222,1.163190072412637,48
smoothing,9751,203.14583333333334,57601.24956597221,1.181430105211725,48
tradeoff,9746,203.04166666666666,77087.24826388889,1.3674331432506948,48
repercussion,9745,203.02083333333334,108045.43706597223,1.6190587543708759,48
blanco,9745,203.02083333333334,104074.14539930555,1.5890253316109413,48
champion,9744,203.0,140039.375,1.843440157809256,48
predicate,9738,202.875,243016.65104166666,2.429906053649239,48
collaboratively,9727,202.64583333333334,131133.64539930553,1.7869787524723346,48
examples,9722,202.54166666666666,59767.95659722221,1.2070348923649834,48
triangulation,9709,202.27083333333334,157809.8224826389,1.963965036272105,48
signatures,9708,202.25,199174.5625,2.2066243467878133,48
collate,9708,202.25,51271.4375,1.119564751643982,48
austrian,9704,202.16666666666666,56999.2638888889,1.1809324951667441,48
pioneering,9703,202.14583333333334,40186.62456597222,0.9916900842141206,48
yourself,9698,202.04166666666666,374946.62326388893,3.0307058060085357,48
synchronized,9694,201.95833333333334,69895.74826388889,1.3090722035121904,48
turquoise,9692,201.91666666666666,153384.78472222222,1.9396303564255264,48
conclusively,9683,201.72916666666666,51776.9474826389,1.1279751370903086,48
cnr,9674,201.54166666666666,71323.87326388889,1.325112083124161,48
banerjee,9666,201.375,98897.90104166667,1.5616653840001051,48
dashboard,9662,201.29166666666666,159441.95659722222,1.9836978006513448,48
francis,9655,201.14583333333334,80234.66623263889,1.4082183022388735,48
coincidence,9654,201.125,49705.901041666664,1.108505668603966,48
relocation,9648,201.0,81129.5,1.417076651065207,48
permeate,9647,200.97916666666666,56333.687065972226,1.1809541789978273,48
interactivity,9646,200.95833333333334,295601.3732638889,2.705497914175307,48
tenth,9643,200.89583333333334,40924.38498263888,1.0069783917917356,48
sousa,9638,200.79166666666666,69159.16493055556,1.3097221904194605,48
denominator,9635,200.72916666666666,47168.239149305555,1.081967835304911,48
islands,9634,200.70833333333334,370319.7065972222,3.0319567871596775,48
praise,9634,200.70833333333334,497713.49826388893,3.51499170931066,48
momentary,9633,200.6875,449765.71484375,3.341741486987627,48
hart,9630,200.625,107161.31770833333,1.6316761775401238,48
gomes,9626,200.54166666666666,76475.99826388888,1.378979968011158,48
weapon,9624,200.5,100704.83333333333,1.582744381666301,48
yo,9623,200.47916666666666,61662.749565972226,1.238631711589596,48
culprit,9622,200.45833333333334,245921.6232638889,2.4738550141021447,48
upset,9619,200.39583333333334,173612.98914930556,2.0792294598926557,48
ninth,9617,200.35416666666666,48275.02039930556,1.0966368980725105,48
defines,9617,200.35416666666666,83627.52039930555,1.4433652039131557,48
vanish,9614,200.29166666666666,57567.873263888876,1.1979183355826972,48
neumann,9613,200.27083333333334,79846.78081597222,1.4109479755418015,48
tolerable,9611,200.22916666666666,106871.92664930556,1.6326928073169036,48
hammer,9598,199.95833333333334,82541.37326388888,1.4368000578830522,48
stall,9596,199.91666666666666,85968.99305555555,1.4666345717620606,48
zurich,9587,199.72916666666666,45411.030815972226,1.066938017131957,48
granularity,9585,199.6875,53933.96484375,1.1630015512954042,48
seamless,9585,199.6875,35589.006510416664,0.9447285769142673,48
connotation,9584,199.66666666666666,349573.43055555556,2.9611720438159748,48
parsimonious,9582,199.625,182839.234375,2.1420014864533665,48
connector,9576,199.5,74428.45833333333,1.3674977223468503,48
wale,9575,199.47916666666666,54408.08289930556,1.1693221233093674,48
andersson,9571,199.39583333333334,72883.94748263889,1.353941388675085,48
decease,9568,199.33333333333334,92699.05555555555,1.5274173710746402,48
à,9561,199.1875,60600.444010416664,1.2358786286021142,48
asymptotic,9559,199.14583333333334,95037.99956597223,1.5480230354874869,48
eva,9554,199.04166666666666,55797.914930555555,1.1867656995321954,48
interrelated,9547,198.89583333333334,126764.5933159722,1.7900835372961208,48
generational,9544,198.83333333333334,207422.88888888888,2.2905466755327226,48
holiday,9543,198.8125,210557.65234375,2.3080320135244086,48
ripe,9542,198.79166666666666,579089.1649305555,3.8280230548383978,48
watt,9540,198.75,77845.0625,1.4038102157029482,48
rj,9534,198.625,58697.817708333336,1.2197675272952733,48
conspicuous,9532,198.58333333333334,78539.86805555556,1.4112445812201746,48
ida,9524,198.41666666666666,84142.53472222223,1.461940326540163,48
morph,9523,198.39583333333334,172958.1974826389,2.09622563789169,48
expansive,9522,198.375,62264.734375,1.2578652809845796,48
tempt,9517,198.27083333333334,94199.57248263888,1.5479810289809803,48
islamic,9508,198.08333333333334,149465.61805555556,1.9517433822330934,48
buildup,9507,198.0625,50927.141927083336,1.13938997879531,48
chai,9506,198.04166666666666,71475.33159722223,1.3499619164246066,48
chou,9506,198.04166666666666,79691.24826388889,1.4254393455472851,48
lengthy,9504,198.0,45540.875,1.0777933386170415,48
schwarz,9497,197.85416666666666,109150.70789930555,1.6698139222621382,48
graduation,9493,197.77083333333334,313584.55164930556,2.831490352857215,48
dar,9488,197.66666666666666,56721.43055555556,1.2048698837170297,48
indexed,9476,197.41666666666666,50990.659722222226,1.1438300471585388,48
illicit,9475,197.39583333333334,228010.19748263888,2.4190183014929403,48
reply,9470,197.29166666666666,201794.28993055553,2.2769091109275172,48
contest,9464,197.16666666666666,142604.55555555556,1.9152841094833948,48
imperfect,9463,197.14583333333334,37475.832899305555,0.981946992208324,48
summit,9457,197.02083333333334,186853.10373263888,2.1940069875493036,48
transferable,9455,196.97916666666666,72152.39539930555,1.3636567957949783,48
verma,9451,196.89583333333334,129937.50998263892,1.8307571722832914,48
abe,9449,196.85416666666666,61486.70789930556,1.2596387398942899,48
lifecycle,9445,196.77083333333334,52613.34331597221,1.1657011504424557,48
laptop,9440,196.66666666666666,201969.5138888889,2.285136531110214,48
owen,9439,196.64583333333334,90220.56206597223,1.5274535615977216,48
por,9439,196.64583333333334,130935.97873263889,1.8401140896863892,48
lucas,9438,196.625,70874.65104166667,1.353962796454436,48
loosely,9426,196.375,56566.484375,1.2111373458791816,48
sufficiency,9417,196.1875,83446.81901041667,1.4724262793385923,48
signifies,9414,196.125,36261.234375,0.9709309281083238,48
revised,9405,195.9375,119817.68359375,1.766619000551877,48
suffers,9391,195.64583333333334,33595.56206597222,0.9368506285983124,48
determines,9389,195.60416666666666,53540.3224826389,1.1829391075720073,48
interrelate,9388,195.58333333333334,124177.49305555556,1.8017295457091118,48
measurements,9387,195.5625,31077.24609375,0.9014376288840107,48
inadequacy,9386,195.54166666666666,138507.62326388888,1.9032573954824175,48
clustered,9383,195.47916666666666,51183.374565972226,1.1573480360525028,48
frey,9377,195.35416666666666,96383.68706597223,1.589201949974763,48
adaptively,9370,195.20833333333334,77458.49826388889,1.4257263718656379,48
pons,9366,195.125,119712.15104166667,1.7731937879655435,48
ibrahim,9364,195.08333333333334,56744.99305555554,1.2210785602584384,48
clearing,9363,195.0625,67482.43359375,1.3317465549296967,48
chiu,9358,194.95833333333334,116907.41493055556,1.753796605851386,48
intimately,9353,194.85416666666666,60217.749565972226,1.2593677383189796,48
backdrop,9345,194.6875,102811.92317708333,1.646962357533562,48
magic,9341,194.60416666666666,132382.78081597222,1.869664211909183,48
basket,9333,194.4375,66836.74609375,1.329620249928976,48
technologies,9331,194.39583333333334,68255.65581597222,1.343947704538065,48
chiang,9322,194.20833333333334,75702.20659722223,1.4167277742376627,48
consuming,9321,194.1875,37832.40234375,1.0016377621559291,48
deliberation,9321,194.1875,219195.86067708334,2.4109871944905104,48
kept,9314,194.04166666666666,53301.6232638889,1.189803443351873,48
calibrated,9312,194.0,32060.625,0.9229629383726754,48
carlson,9300,193.75,154691.77083333334,2.029980632082972,48
maxwell,9285,193.4375,62724.49609375,1.2947261504207954,48
unacceptable,9278,193.29166666666666,97023.4565972222,1.611481190268625,48
burke,9271,193.14583333333334,109522.16623263889,1.7134272472232372,48
periodicity,9270,193.125,54734.276041666664,1.2114101057897502,48
oversee,9268,193.08333333333334,53889.03472222222,1.2022794237007364,48
blow,9255,192.8125,54653.77734375,1.2124808997482857,48
comprehensiveness,9245,192.60416666666666,84002.07248263889,1.5048018705408643,48
explained,9242,192.54166666666666,161569.2482638889,2.0876352691987745,48
